streetAddress,addressLocality,addressRegion,postalCode,latitude,longitude,description,price,priceCurrency,property-beds,property-baths,property-sqft,Acreage,Air Conditioning,Year Built,Area,Basement,Bath,Full Bathrooms,Half Bathrooms,Bedroom,Bonus Room,Breakfast,Contract Conditions,Cooling,Den,Property Details,Dining Room,Driveway,Exterior,Exterior Features,Family Room,Features,Fees,Finished Basement,Fireplace,Fireplaces,Formal Dining,Foundation,Foyer,Gallery,Game Room,Garage,Garage Spaces,Garage Type,Great Room,Heating,Heating Source,Home Features,Interior Features,Kitchen,Last Updated,Laundry Room,Date Listed,Listing ID,Living Room,Lot Size,Master Bath,Master Bedroom,Master Bedroom First Floor,Media Room,MLS® #,Model Type,Mortgage Calculator,Neighbourhood Features,N/A,Occupancy,Office/Den,Other,Ownership Type,Parking Spaces,Partial Bathroom,Pet Policy,Pool,Property Tax,Property Type,Roof,Room Details,Rooms,School District,See more details,See less details,Sewer,Square Footage,Status,Stories,Style,Subdivision,Tax Year,Total Acres,Transaction Type,Type,Utility Room,Waterfront,Waterview,Yes,Heating Fuel,Heating/Cooling,Basement Description,Basement Details,Basement Development,Basement Type,Basement Walls,Fireplace Description,Fireplace Fuel,Fireplace Location,Fireplace Type,Fireplace Y/N,Parking,Parking Description,Parking Surface,Parking Types,Garage Capacity,Garage Description,Garage/Carport,Exterior Finish,Pool Features,Pool YN,Roofing,Roofing Description,Lease,Lease Requirements,Lease Term,Architecture,Year Built Description,Year Built Source,Approx Age,Location,Ownership,Pets Allowed,Levels,SqFT Range,Inclusions,Appliances,Exclusions,Electric,Electric Available,Ensuite,Family Room Level,Floor Location,Fuel,Fuel Type,Furnace,Furnished,Gas,Gas Available,Hot Water,Interior,Interior Layout,Interior Maintenance/Repairs Paid By,Laundry,Laundry Description,Laundry Location,LaundryFeatures,Natural Gas,Number Of Fireplaces,Plumbing,Power,Power Source,Smoke Detector(s),Master Description,Br Description,2nd Br Description,3rd Br Description,4th Br Description,5th Br Description,Pantry Description,Foyer Description,Dining Description,Living Description,Kitchen Description,Sitting Description,Den Description,Family Description,Bathroom Description,Office Description,Rec Description,Breakfast Description,Workshop description,Tandem Description,Sunroom Description,Study Description,Solarium Description,Powder Room Description,Play Description,Nursery Description,Mudroom Description,Media/Ent Description,Library Description,Great Room Description,Games Description,Furnace Description,Exercise Description,Dinning Description,Common Room Description,Cold/Cant Description,Locker,Locker Description,Heating Fuels,Flooring,HVAC,Waterfront Features,Waterfront YN,Access,Access Road,Building Style,Building Type,Buildings,Bush,Carport,Construction,Construction Materials,Construction Type,Covered Parking,Direction Facing,District,Exposure,Extra Structures,Fence,Fencing,Fronting On,Frontage,Gated,Loading Dock,Loading Info,Major Area,Out Buildings,Outdoor Area,Patio,Present Structures,Rear Exposure,Road,Road Between Waterfront And Home,Site Description,Site Influence,Site Influences,Site Information,Soil,Sprinklers,Storm Sewage Drain,Association Amenities,Balcony,Acreage Range,Exterior Build,Lot Description,Lot Shape,Lock Box,Security Features,Tenant Pays,Owner Pays,Rent Includes,Assessed Fees,Association Fee Frequency,Telephone Service,TV Service,Utilities,Utilities Included,Utility Description,Waste,Water,Water Heater,Water Heater Location,Water Heating Paid By,Water Paid By,Water Purifier,Water Service,Water Softener,Water Source,Water Treatment,Water Type,Common Interest,Business Type,Commercial Type,Complex,Condo Management,Condo Name,Current Use,Disclosures/Documents,Documents On File,Dues Frequency,Electric (amps),Electric (volts),Electric Paid By,Escape Clause,Farm,Farm Type,Fee Frequency,Fee Includes,Financing,For Sale or Lease,FP Fuel,Franchise,Grade Level Entry Y/N,HOA Includes,HOA Pay Schedule,HOA Terms,Income Property,Insurance Paid By,Lease Includes,Maintenance Paid By,Management,Mobile Home Type,Nearest Town,Occupied By,Percolation Test,Possession,Present Use,Price Type,Property Sub Type,Property Subtype,Property Type Detail,Quarter,Range,Recreation,Rental Type,Residence,Restrictions,Restrictions/Covenants,Sale Rent,Sale Terms,Sale Type,SaleOrRent,Showing Instructions,Soil Test,Sub Property Type,Sub Type,Survey Available,Taxes Paid By,Terms,Title,Parking Features,Fireplace Features,Board,Foundation/Basement,Rental Equipment,Sign,Condo Management Firm,Condo Fees Include,Condo Fees Assessed Y/N,Bare Land YN,Condo Fees,Distance To High School,Drinking Water Y/N,Distance To Town,Distance To Elementary School,Community Name,Amenities,Structure,Surface Water,Utilities Available,Ensuite 4-Piece Level,Storage Room Level,Age Description,Bath 2-Piece Level,Bath 3-Piece Level,Foyer Level,Bath 4-Piece Level,Bedroom Level,Walk In Closet Level,Sewer Type,Last Change Type,Kitchen Level,Dwelling Type,Primary Bedrm Level,Assoc,Living Room Level,Recreation Room Level,Dining Room Level,Laundry Room Level,Rental Features,Assoc/Maint Fee Per,Living Area,Zoning,Architectural Style,Lot Features,Maintenance,Water/Sewer,Double,Land Features,MLS,Sub Area,Building Features,Lease Type,Municipality,Community Features,Elevator,MLS Area Minor,View,Foundation Details,SqFt Range,Building Area Source,Buyer Agent Designation,Lot Measurement,Lot Size Source,Topography,Current Financing
"LOT A DISCOVERY AVENUE, Atlin, BC V0W1A0",Atlin,BC,V0W1A0,59.5752794325885,-133.701758898148,Location is the key for this building lot situated in historic Atlin. Just 4 blocks to the Lake and Marina. Close to shopping. There is interesting historical value in the Atlin area and this would make a great home base to set up your next adventures.The lot is 62'.7 x 94.'9. You too could own a piece of history in this quaint BC town! (id:38686),119500,CAD,0,0,720,0.14,,,,"[""None""]",,,,,,,,,,,,,"[""Other""]","[""Other""]",,"[""Open""]",,,[],,,,,,,,,,,[],,,,,,,,,,,,,,,R2917993,,,,,,,,,,,,,N/A,Single Family,[],,,,,,[],720 SQFT,,,,,,,,Single Family,,,,,,,,,,,,,,,,,"[""Open""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Open""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2917993,,,,,,,,,,,,,,,,
"1001 Oilmen Road, Zama City, AB T0H4E0",Zama City,AB,T0H4E0,59.1537682,-118.6962263,"""Oh give me a home where the buffalo roam"" and where the Northern lights dance in the skies . Are you craving small town living where the neighbours just stop on by when they see you outside? I may have found the place for you. Resting on just short of 2 acres you will find this mature residential / commercial lot. Surrounded by majestic trees, a raised garden space, a heated one car garage and multiple outbuildings ,you will find this meticulously maintained 3 bedroom 2 bath home complete with vaulted ceilings and many upgrades including both bathrooms, flooring, backsplash, carpet and paint to name a few a with High-end stainless steel appliances with a double oven, an attached heated 24 by 12 ft addition, and 12 by 8 screened porch to enjoy the warm never ending summer sun or the beautiful northern lights of winter. If you are looking for a place to get away from it all... perhaps stage your bear or moose hunting camp , employee housing or a place to simply relax and unwind from the big cities , this is the place for you! Complete with town water ,sewer and central air. Are you ready to create your very own postcard of small town living??",185000,CAD,3,2,"1,504",1.80,,,,"[""None""]",,,,,,,,,,,,,"[""Private Yard""]","[""Private Yard""]",,"[""Off Street"", ""RV Garage"", ""Single Garage Detached""]",,,,,,,,,,Yes,,,,"[""Forced Air"", ""Propane""]",,,,,,,,,,,,,,,A2167344,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,"1,504 SQFT",,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,"[""Off Street"", ""RV Garage"", ""Single Garage Detached""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Carpet"", ""Laminate"", ""Tile""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Off Street"", ""RV Garage"", ""Single Garage Detached""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2167344,,,,,,,,,,,,,,,,
"RR 225 TWP Rd 910 Road, Rural Northern Lights, County of, AB T0H 2M0","Rural Northern Lights, County of",AB,T0H 2M0,56.86226502,-117.51844806,"Looking for a nice private acreage, well here is your chance to develop your own oasis in the country. With lots of natural trees surrounding it and services running past the property.  Only 4 miles East of North Star.",60000,CAD,N/A,0,,9.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2168022,,,,,,,,,,,,,N/A,Single Family,,,,,,,,,,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2168022,,,,,,,,,,,,,,,,
"3904 E 53 AVENUE, Fort Nelson, BC V0C1R0",Fort Nelson,BC,V0C1R0,58.8085975810373,-122.674498457181,"Welcome to this delightful 3-bedroom, 1 bath bungalow, an ideal choice for first-time buyers or those looking to downsize. This home features many updates including durable Hardi board siding, windows, shingles, and fresh paint ensuring a stylish and low-maintenance living experience. Step outside to a beautiful covered back deck, perfect for summer gatherings or morning coffee. The spacious, fenced yard offers a secure area for pets and children, while nearby parks provide ample opportunities for outdoor fun. An 18' x 20' detached heated workshop adds versatility, making it perfect for parking, DIY projects or extra storage. The driveway offers plenty of parking space - even for your RV. Don’t miss out on this charming home—call your REALTOR® and schedule your showing today! (id:38686)",134900,CAD,3,1,960,0.17,,,,"[""None""]",,,,,,,,,,,,,"[""Composite Siding""]","[""Composite Siding""]",,"[""Detached Garage"", ""Garage"", ""Open""]",,,[],,,,,,,,,,,"[""Forced air"", ""Natural gas""]",,,,,,,,,,,,,,,R2928206,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt shingle"", ""Conventional""]",,,,,,[],960 SQFT,,,,,,,,Single Family,,,,,,,,,,,,,,,,,"[""Detached Garage"", ""Garage"", ""Open""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Detached Garage"", ""Garage"", ""Open""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2928206,,,,,,,,,,,,,,,,
"5617 BIRCH DRIVE, Fort Nelson, BC V0C1R0",Fort Nelson,BC,V0C1R0,58.8132659,-122.7110214,"Discover your ideal family retreat in this beautifully maintained home, nestled in a peaceful and desirable neighborhood. With a heated double garage, concrete driveway, and inviting covered front porch, this residence combines style with practicality. Inside, enjoy vaulted ceilings, three spacious bedrooms, and two full bathrooms that offer comfort and functionality. The kitchen, featuring a corner pantry and center island, flows seamlessly into the dining area and deck - perfect for everyday living and entertaining. The basement, prepped for an additional bathroom and ready for framing, presents endless possibilities. Built on a solid ICF concrete foundation, this home blends modern conveniences with a warm, welcoming atmosphere. Start making memories here! (id:38686)",334900,CAD,3,2,"1,216",0.16,,,,"[""Unfinished"", ""Full""]",,,,,,,,,,,,,[],[],,"[""Garage""]",,,[],,,,,,,,,,,"[""Forced air"", ""Natural gas""]",,,,,,,,,,,,,,,R2928168,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt shingle"", ""Conventional""]",,,,,,[],"1,216 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,"[""Garage""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Garage""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2928168,,,,,,,,,,,,,,,,
"8 2963 KLAHANNIE DRIVE, Fort Nelson, BC V0C1R0",Fort Nelson,BC,V0C1R0,58.8050285140446,-122.697257457672,"Step right up! You can be the proud owner of an awesome 3-bedroom home in a friendly neighbourhood, and settle in before the snow flies! A comfortable modern layout with large eat-in kitchen featuring an abundance of cabinets and counter space, an oversized living room, and three good bedrooms, with the added bonus of a 20'x26' attached garage. This package is tucked nicely into the trees at Klahanni Trailer Park, just a few minutes' drive from downtown Fort Nelson but with the tranquil and secluded country feeling you've been craving. (id:38686)",50000,CAD,3,1,924,,,,,"[""None""]",,,,,,,,,,,,,"[""Vinyl siding""]","[""Vinyl siding""]",,"[""Garage""]",,,[],,,,,,,,,,,"[""Forced air"", ""Natural gas""]",,,,,,,,,,,,,,,R2928116,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt shingle"", ""Conventional""]",,,,,,[],924 SQFT,,,,,,,,Single Family,,,,,,,,,,,,,,,,,"[""Garage""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Garage""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2928116,,,,,,,,,,,,,,,,
"9809 107 Street, La Crete, AB T0H2H0",La Crete,AB,T0H2H0,58.184661,-116.421516,"Priced below the appraised value of $357 000, This 4-bedroom, 2.5-bath home, offers an excellent opportunity to generate income, or if you want to move in it will be available for possession July 1, 2025. Located on a quiet street, this updated property features modern finishes, neutral colors, and a spacious kitchen with an island that flows seamlessly into the open-concept dining and living area. Upstairs, you'll find an office space, two bedrooms, and 1.5 baths, including a master ensuite. The partially finished basement adds even more value with two additional bedrooms, a full bath, common area, and laundry room. The basement has its own access through the attached garage, making it perfect for a future basement suite. With a fenced yard offering privacy and a fantastic location, this home is the perfect opportunity to step into home ownership at an affordable price.  ",350000,CAD,4,3,"1,056",0.23,,,,"Full, Partially Finished",,,,,,,,,,,,,"Fire Pit, Lighting, Private Yard, Rain Gutters","Fire Pit, Lighting, Private Yard, Rain Gutters",,"Off Street, Parking Pad, Single Garage Attached",,,,,,,,,,Yes,,,,"In Floor, Forced Air",,,,,,,,,,,,,,,A2167130,,,,,,,,,,,,,N/A,Single Family,Asphalt Shingle,,,,,,,"1,056 SQFT",,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,"Off Street, Parking Pad, Single Garage Attached",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vinyl Plank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Off Street, Parking Pad, Single Garage Attached",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2167130,,,,,,,,,,,,,,,,
"4603 S 50 AVENUE, Fort Nelson, BC V0C1R0",Fort Nelson,BC,V0C1R0,58.8030538449043,-122.693266793979,"Midnight Sun Mobile Home Park - Situated on 4.8 Acres, this park offers 48 Pads-1 undersized pad and 1 area for RV Storage. This multifamily investment opportunity is central to Fort Nelson and has full city services. Full Package with rent roll, income statement, demographic profile and zoning descriptions available. (id:38686)",799000,CAD,N/A,0,"209,088",4.80,,,,[],,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,[],,,,,,,,,,,,,,,C8061886,,,,,,,,,,,,,N/A,MultiFamily,[],,,,,,[],"209,088 SQFT",,,,,,,,MultiFamily,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8061886,,,,,,,,,,,,,,,,
"21250 PDR 200 ROAD, Fort St. John, BC V0C1H0",Fort St. John,BC,V0C1H0,56.8874053134276,-120.631145633301,"Welcome to Buffalo Ranch. Totalling 4,192 acres on 8 deeded titles this property is located 90km north of Fort St John, BC, w/great accessibility on paved & high-grade roads. Surrounded by gently rolling hills w/ 2,300 acres cleared pasture, 10 dugouts and approx. 35km of fence and X fence. There are two building sites (shops, no residences) and this property is serviced with electricity, telephone service, hydro and lagoon. Structures on the property include a 40x101 Quonset shop, 52x130 fabric-covered shop & old camps (sold as is). Excellent investment due to substantial oilfield revenue - 11 oilfield surface leases totalling approx. $49,639.00/annum. Located in the agricultural capital of British Columbia with an abundance of wildlife, picturesque views and bountiful land providing ample revenue & endless possibilities. This expansive property was used as a buffalo ranch in the '90s. * PREC - Personal Real Estate Corporation (id:38686)",3199900,CAD,,,,4212.00,,,,,,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,[],,,,,,,,,,,,,,,C8059802,,,,,,,,,,,,,N/A,Agricultural,[],,,,,,[],0 SQFT,,,,,,,,Agricultural,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8059802,,,,,,,,,,,,,,,,
"5015 CORDOVA WAY, Fort Nelson, BC V0C1R0",Fort Nelson,BC,V0C1R0,58.7971554,-122.6740243,"Priced to Sell! This 2.52 acres of prime light industrial land is located in Fort Nelson's newest industrial subdivision, and is ready for your business. Access is great, as it's just off the Alaska Highway and services are at the lot line. A great investment - for now or a future build. (id:38686)",195000,CAD,N/A,0,,2.52,,,,,,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,,,,,,,,,,,,,,,,C8056418,,,,,,,,,,,,,N/A,Vacant Land,[],,,,,,[],,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8056418,,,,,,,,,,,,,,,,
"6 JUBILEE TRAIL, Whitehorse South, YT Y0B1T0",Whitehorse South,YT,Y0B1T0,60.2565927,-134.3124197,"Welcome to your opportunity for peace and tranquility in Tagish! Nestled near the water, this property offers you a quiet escape from the hustle and bustle of city living, only an hour and a half from town! Whether you are seeking a year-round living or a relaxing weekend getaway, this home presents endless possibilities with loads of outdoor space. Imagine being able to walk out your front door to access hiking trails only two minutes away, and a boat launch just 1 km away! Included is a 20x24 shop, 3 storage sheds, and a greenhouse! Don't miss out on this incredible opportunity to make 6 Jubilee Trail your own personal retreat! Call your Realtor today! (id:38686)",319000,CAD,2,1,832,0.78,,,,[],,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,[],,,,,,,,,,,,,,,15940,,,,,,,,,,,,,$792,Single Family,[],,,,,,[],832 SQFT,,,,,,,,Single Family,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15940,,,,,,,,,,,,,,,,
"110009 Range Road 183, Rural Mackenzie County, AB T0H 1Z0",Rural Mackenzie County,AB,T0H 1Z0,58.5163334,-116.9298134,"Only minutes East from the town of High Level is where you will find this 6.99 acre hideaway . Get the family together or maybe you have been dreaming of a place all for yourself , pack the holiday trailer or build a tiny home and spend some time in Mother Nature's playground! Exploring the unmatched beauty. This 6.99 acre piece of paradise is the perfect place to go unwind and get away for some relaxation . This is the perfect place to build your dream home , shop or start your hobby farm , draw up the blueprints and escape to country living! Some of the property is cleared with the right amount of trees to still give you privacy. CAUTION : View with care ,outdoor enthusiasts and nature lovers, you might just fall in love with this property !! Be VERY careful when viewing! you may just not want to leave...
",48000,CAD,N/A,0,,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2159335,,,,,,,,,,,,,N/A,Single Family,,,,,,,,,,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2159335,,,,,,,,,,,,,,,,
"104406 RGE RD 162, La Crete, AB T0H2H0",La Crete,AB,T0H2H0,58.0512318,-116.54412546,"Welcome to this expansive 28-acre property in the BHP school district that offers all the must haves for country living! The property features a spacious home with a 5-bedroom, 3-bathroom layout designed for comfort and functionality. As you enter, you're greeted by a roomy entryway leading to a main floor that boasts a huge kitchen with a cozy dining nook and a formal dining room, perfect for family gatherings. The North end of the home has a massive screened-in covered deck, ideal for outdoor living and entertaining, complete with a heated swimming pool built into the deck. Upstairs, above the garage, you'll find a vast family room, a laundry/sewing room, and a master bedroom retreat complete with an ensuite. The basement offers three additional bedrooms, a play area under the landing, and a full bathroom. Outside, the property is equally impressive, featuring a peaceful yard with plenty of room for activities, a concrete sports pad,  a fenced pasture, and lots of room to roam, making it the ideal place for raising a family! The oversized double car garage is worth noting as well at over 1100 sq/ft, it has plenty of room for a workshop area, while still comfortably parking 2 vehicles. Also included are multiple outbuildings you’d be sure to appreciate including heated oversized shed, woodshed, garden shed etc.. This property is a true sanctuary, offering endless possibilities for both relaxation and recreation, come take a look and experience it for yourself!
",795000,CAD,5,3,"2,644",27.83,,,,"[""Finished"", ""Full""]",,,,,,,,,,,,,"[""Fire Pit"", ""Garden"", ""Lighting"", ""Outdoor Kitchen"", ""Private Yard"", ""Rain Gutters""]","[""Fire Pit"", ""Garden"", ""Lighting"", ""Outdoor Kitchen"", ""Private Yard"", ""Rain Gutters""]",,"[""Double Garage Attached""]",,,,,,,,,,Yes,,,,"[""Central""]",,,,,,,,,,,,,,,A2158328,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,"2,644 SQFT",,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,"[""Double Garage Attached""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Carpet"", ""Hardwood"", ""Linoleum""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Double Garage Attached""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2158328,,,,,,,,,,,,,,,,
"10205 112 Avenue, High Level, AB T0H1Z0",High Level,AB,T0H1Z0,58.510712,-117.146913,"Tired of renting? This may be just the solution for you.  3 bedrooms, 2 baths,, open floorplan and the location?  Is beyond perfect for a young family as schools are a quick walk away, The kitchen features built in china cabinets, pots & pan drawers as well as an ample amount of additional cabinets & pantry.  The laundry area has room for a small freezer & additional cabinet storage.  New laminate flooring in the living room, bedrooms & bath, new interior doors, ceiling fan in the living room and large window allowing natural light to filter through the open floor plan.  There is a large garden shed at the back with ample room to store you lawn equipment, Just off the back yard is access to the walking path that circles the perimeter of the town.  Not only is this home located within walking distance of schools, it's a short walk to Tim Horton's, Canadian Tire, The Source, and Petro Canada convenience store/gas station. Why not call today to schedule your private viewing.   (id:38686)",127000,CAD,3,2,"1,215",0.15,,,,"[""None""]",0,,,,,,,,,,,,"[""Vinyl siding""]","[""Vinyl siding""]",,"[""Parking Pad""]",,,[],,,,,,,,,,,"[""Natural gas""]",,,,,,,,,,,,,,,A2158660,,,,,,,,,,0,,,N/A,Single Family,[],,,,,,[],"1,215 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,"[""Parking Pad""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Laminate""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Parking Pad""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2158660,,,,,,,,,,,,,,,,
